#Datasets	 Sample01	 Sample02	 Sample03	 Sample04
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, aerobic;"	 430	 27	 33	 724
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, anaerobic;"	 124	 283	 167	 135
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Heme and heme d1 biosynthesis from siroheme;"	 78	 301	 272	 43
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways;"	 1216	 964	 911	 912
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Metal chelatases;"	 1612	 1155	 1039	 1557
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Mycobacterial heme acquisition system;"	 2	 0	 0	 19
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Thiamin;Biosynthesis of thiamin antivitamin Bacimethrin;"	 2	 1	 0	 0
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Thiamin;Thiamin, hydroxymethylpyrimidine selected transporters;"	 0	 3	 6	 0
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Thiamin;Thiamin, thiazole, hydroxymethylpyrimidine salvage and uptake;"	 350	 709	 795	 360
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Betaine lipids in bactera;"	 42	 11	 10	 57
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Acyl carrier protein;"	 63	 89	 104	 61
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Acyl-CoA thioesterase II;"	 173	 22	 29	 231
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Enoyl-[ACP] reductases disambiguation;"	 2	 0	 3	 22
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty Acid Biosynthesis cluster;"	 711	 971	 1158	 583
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty Acid Biosynthesis FASII;"	 1327	 1624	 1711	 1056
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty acid catabolic operon fadN-fadA-fadE (yusJKL);"	 564	 485	 386	 431
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty acid degradation;"	 12	 142	 214	 1
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty acid metabolism cluster;"	 5	 1	 0	 2
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Fatty acid synthesis;"	 1724	 1921	 1992	 1541
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases);"	 14	 1	 1	 23
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Mycobacterial gene cluster associated with resistance against FAS-II antibiotics;"	 93	 17	 17	 57
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Mycobacterial HadABC proteins ((3R)-hydroxyacyl-ACP dehydrates of FASII);"	 23	 6	 27	 40
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Phospholipid and Fatty acid biosynthesis related cluster;"	 235	 82	 44	 150
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Polyunsaturated Fatty Acids synthesis;"	 155	 195	 95	 154
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;Putative oxidase COG2907;"	 7300	 3058	 3486	 8296
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Head-to-head olefinic hydrocarbon biosynthesis;"	 78	 104	 64	 64
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Acyclic terpene utilization;"	 177	 25	 20	 353
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Isoprenoid Biosynthesis: Interconversions;"	 87	 142	 138	 68
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Mevalonate metabolic pathway;"	 64	 378	 434	 58
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;Nonmevalonate Branch of Isoprenoid Biosynthesis;"	 1421	 1720	 1755	 1268
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Phospholipids;Cardiolipin biosynthesis;"	 117	 88	 56	 80
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Phospholipids;Glycerolipid and Glycerophospholipid Metabolism in Bacteria;"	 4380	 3408	 3706	 3931
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Phospholipids;Inositol-containing phospholipids;"	 294	 411	 499	 271
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Phospholipids;Lipid orphans;"	 76	 74	 91	 52
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Sphingolipids;Bacterial Sphingolipids;"	 199	 486	 535	 159
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Steroids and Hopanoids;Cholesterol catabolism;"	 269	 42	 61	 736
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Steroids and Hopanoids;Hopanoid biosynthesis;"	 1901	 627	 437	 1832
"SEED-2021;Metabolism;Fatty Acids, Lipids, and Isoprenoids;Unsaturated fatty acids;Delta(6)-desaturase containing cluster;"	 716	 144	 181	 727
"SEED-2021;Metabolism;Iron acquisition and metabolism;ABC-type iron transport system;"	 13	 3	 1	 2
"SEED-2021;Metabolism;Iron acquisition and metabolism;Ferrous iron transporter EfeUOB, low-pH-induced;"	 90	 54	 88	 115
"SEED-2021;Metabolism;Iron acquisition and metabolism;Fet iron export system;"	 56	 19	 8	 49
"SEED-2021;Metabolism;Iron acquisition and metabolism;Heme, hemin uptake and utilization systems in GramPositives;"	 30	 28	 32	 43
"SEED-2021;Metabolism;Iron acquisition and metabolism;Iron acquisition in Streptococcus;"	 244	 278	 241	 281
"SEED-2021;Metabolism;Iron acquisition and metabolism;Iron transport system including ABC transporter;"	 132	 29	 7	 72
"SEED-2021;Metabolism;Iron acquisition and metabolism;Iron(III) dicitrate transport system Fec;"	 1	 1	 0	 0
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Bacillibactin Siderophore;"	 7	 4	 5	 15
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Iron Scavenging cluster in Thermus;"	 8	 0	 1	 6
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Iron siderophore sensor & receptor system;"	 20	 3	 4	 17
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Salmochelin-mediated Iron Acquisition;"	 0	 1	 0	 3
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore Aerobactin;"	 15	 3	 7	 14
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore Anthrachelin;"	 0	 2	 0	 0
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore assembly kit;"	 346	 48	 45	 605
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore Enterobactin;"	 2	 2	 1	 0
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore Mycobactin;"	 61	 4	 12	 126
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore pyochelin;"	 1	 1	 0	 1
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore Pyoverdine;"	 42	 7	 8	 37
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Siderophore Yersiniabactin Biosynthesis;"	 3	 2	 1	 1
"SEED-2021;Metabolism;Iron acquisition and metabolism;Siderophores;Vibrioferrin synthesis;"	 1	 0	 0	 1
"SEED-2021;Metabolism;Metabolite damage and its repair or mitigation;D-tyrosyl-tRNA(Tyr) deacylase;"	 0	 14	 7	 3
"SEED-2021;Metabolism;Metabolite damage and its repair or mitigation;Damaged nicotinamide nucleotide NAD(P)HX repair;"	 358	 612	 607	 300
"SEED-2021;Metabolism;Metabolite damage and its repair or mitigation;Glutathione-dependent pathway of formaldehyde detoxification;"	 232	 105	 87	 263
"SEED-2021;Metabolism;Metabolite damage and its repair or mitigation;Metabolite repair;"	 784	 981	 1098	 687
"SEED-2021;Metabolism;Metabolite damage and its repair or mitigation;Nudix proteins (nucleoside triphosphate hydrolases);"	 619	 575	 641	 597
"SEED-2021;Metabolism;Nitrogen Metabolism;Amidase clustered with urea and nitrile hydratase functions;"	 68	 11	 10	 102
"SEED-2021;Metabolism;Nitrogen Metabolism;Cyanate hydrolysis;"	 170	 13	 9	 214
"SEED-2021;Metabolism;Nitrogen Metabolism;Denitrifying reductase gene clusters;"	 201	 215	 260	 188
"SEED-2021;Metabolism;Nitrogen Metabolism;Dissimilatory nitrite reductase;"	 0	 2	 5	 1
"SEED-2021;Metabolism;Nitrogen Metabolism;Nitrilase;"	 46	 46	 35	 26
"SEED-2021;Metabolism;Nitrogen Metabolism;Nitrogen fixation;"	 94	 633	 426	 57
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Adenosyl nucleosidases;"	 160	 353	 354	 136
"SEED-2021;Metabolism;Nucleosides and Nucleotides;AMP to 3-phosphoglycerate;"	 0	 79	 34	 0
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;DeNovo Purine Biosynthesis;"	 2977	 4527	 4640	 2517
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;GMP synthase;"	 366	 463	 545	 324
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;IMP and Xanthine conversion to XMP and GMP module;"	 899	 1045	 1115	 832
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;Nucleoside uptake and degradation cluster;"	 1076	 1074	 1132	 905
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;Purine catabolism in Bacillus subtilis;"	 538	 142	 156	 542
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;Purine nucleotide synthesis regulator;"	 530	 650	 597	 519
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Purines;Xanthine dehydrogenase subunits;"	 1821	 2737	 3395	 1841
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Pyrimidines;De Novo Pyrimidine Synthesis;"	 1793	 2757	 2810	 1551
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Pyrimidines;Dihydropyrimidine dehydrogenase;"	 20	 35	 32	 17
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Pyrimidines;Uridine to beta-Alanine and Thymine to 3-aminoisobutanoate module;"	 728	 441	 456	 745
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Ribonucleotide reduction;"	 1105	 1753	 1911	 1002
"SEED-2021;Metabolism;Nucleosides and Nucleotides;Rut pathway of pyrimidine degradation;"	 32	 10	 5	 110
"SEED-2021;Metabolism;Phosphate Metabolism;High affinity phosphate transporter and control of PHO regulon;"	 3614	 5554	 5912	 2958
"SEED-2021;Metabolism;Phosphate Metabolism;Phosphonate and phosphinate;Phosphoenolpyruvate phosphomutase;"	 35	 18	 19	 29
"SEED-2021;Metabolism;Phosphate Metabolism;Phosphonate and phosphinate;Phosphonate (phosphite) dehydrogenase;"	 4	 9	 6	 6
"SEED-2021;Metabolism;Phosphate Metabolism;Phosphonate and phosphinate;Phosphonate metabolism;"	 72	 35	 39	 70
"SEED-2021;Metabolism;Sulfur Metabolism;Adaptation to d-cysteine;"	 40	 69	 74	 75
"SEED-2021;Metabolism;Sulfur Metabolism;Bacterial pathways for dimethylsulfoniopropionate and acrylate catabolism;"	 485	 94	 85	 503
"SEED-2021;Metabolism;Sulfur Metabolism;Polysulfide reductase EC 1.12.98.4 and Thiosulfate reductase;"	 0	 9	 6	 0
"SEED-2021;Metabolism;Sulfur Metabolism;Sox sulfur oxidation genes;"	 114	 22	 10	 139
"SEED-2021;Metabolism;Sulfur Metabolism;Sox thiosulfate oxidation system;"	 202	 36	 20	 212
"SEED-2021;Metabolism;Sulfur Metabolism;Sulfate assimilation related cluster;"	 33	 15	 21	 58
"SEED-2021;Metabolism;Sulfur Metabolism;Sulfate reduction-associated complexes;"	 2	 544	 592	 2
"SEED-2021;Metabolism;Sulfur Metabolism;Sulfur metabolism related cluster;"	 1144	 1186	 1197	 1102
"SEED-2021;Metabolism;Sulfur Metabolism;Sulfur transport related cluster;"	 16	 15	 20	 10
"SEED-2021;Metabolism;Sulfur Metabolism;Sulfurtransferase and Ssec cluster;"	 98	 52	 80	 117
"SEED-2021;Metabolism;Sulfur Metabolism;Sulphoglycolysis;"	 1	 0	 1	 2
"SEED-2021;Metabolism;Sulfur Metabolism;Taurine and alkanesulfonate utilization as sulfur sources;"	 139	 36	 47	 186
"SEED-2021;Miscellaneous;4-hydroxybenzoyl-CoA reductase;"	 186	 144	 70	 140
"SEED-2021;Miscellaneous;Archease;"	 5	 51	 41	 5
"SEED-2021;Miscellaneous;BactLuciferaseComplex;"	 0	 0	 2	 0
"SEED-2021;Miscellaneous;beta-Barrel Assembly Machinery;"	 73	 39	 16	 55
"SEED-2021;Miscellaneous;Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds);Carnitine metabolism and transport;"	 240	 39	 32	 235
"SEED-2021;Miscellaneous;Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds);Carnitine operon;"	 0	 1	 0	 0
"SEED-2021;Miscellaneous;Carbonic anhydrase;"	 504	 324	 475	 606
"SEED-2021;Miscellaneous;Dioxygenolytic carbon monoxide-forming enzymes;"	 28	 5	 20	 15
"SEED-2021;Miscellaneous;HU-alpha and dsDNA mimic protein interaction;"	 0	 1	 0	 0
"SEED-2021;Miscellaneous;Muconate lactonizing enzyme family;"	 356	 376	 472	 309
"SEED-2021;Miscellaneous;Mycobacterial FadE proteins Acyl-CoA dehydrogenase;"	 284	 81	 192	 604
"SEED-2021;Miscellaneous;Nickel-requiring;"	 247	 838	 1026	 203
"SEED-2021;Miscellaneous;Nicotinate catabolism, anaerobic;"	 2	 12	 4	 0
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Gene Transfer Agent;"	 53	 22	 35	 37
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Integrons;"	 61	 241	 208	 39
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Pathogenicity islands;Listeria Pathogenicity Island LIPI-1 extended;"	 22	 18	 8	 14
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Phages, Prophages;IbrA and IbrB: co-activators of prophage gene expression;"	 2	 3	 1	 2
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Phages, Prophages;Lambdoid phage;"	 98	 53	 47	 144
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Phages, Prophages;Mu-like phage;"	 3	 3	 3	 5
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Phages, Prophages;P2-like phage;"	 61	 25	 20	 56
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Plasmid related functions;RSF1010 like IncQ broad-host-range plasmids;"	 32	 3	 2	 32
"SEED-2021;Miscellaneous;Prophages, Transposable elements, Plasmids;Transposable elements;Conjugative transposon, Bacteroidales;"	 42	 5	 23	 73
"SEED-2021;Miscellaneous;Thiocyanate hydrolase;"	 18	 1	 1	 21
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein degradation;CtsR and MscAB regulation of protein degradation;"	 134	 181	 135	 102
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein degradation;Oligopeptide degradation cluster;"	 110	 52	 96	 96
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein degradation;Proteasome bacterial;"	 2435	 2213	 2068	 2115
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein degradation;Putative TldE-TldD proteolytic complex;"	 822	 756	 811	 669
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein folding;Chaperones GroEL GroES and Thermosome;"	 1182	 1443	 1400	 1079
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein folding;Peptidyl-prolyl cis-trans isomerase;"	 460	 604	 432	 406
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein folding;Periplasmic disulfide interchange;"	 749	 747	 762	 639
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein folding;Prefoldin;"	 0	 7	 3	 0
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein folding;Protein chaperones;"	 3102	 3898	 4041	 2690
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein glycosylation in Prokaryotes;N,N'-diacetylbacillosamine;"	 0	 3	 4	 1
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein processing and modification;Diphthamide biosynthesis;"	 1	 69	 27	 0
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein processing and modification;Modification of eukaryotic initiation factor 5A;"	 151	 250	 174	 129
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein processing and modification;Peptide methionine sulfoxide reductase;"	 532	 438	 413	 485
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein processing and modification;Ribosomal protein S12p Asp methylthiotransferase;"	 596	 784	 762	 485
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein processing and modification;Ribosomal protein S5p acylation;"	 21	 9	 8	 22
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein processing and modification;Signal peptidase;"	 512	 583	 620	 452
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein targeting, sorting, translocation;Encapsulation of DyP-type peroxidase or ferritin-like protein oligomers;"	 273	 127	 145	 383
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein targeting, sorting, translocation;Twin-arginine translocation system;"	 317	 296	 335	 272
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Protein targeting, sorting, translocation;Twin-arginine translocation system related cluster;"	 358	 101	 99	 438
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Selenoproteins;Glycine reductase, sarcosine reductase and betaine reductase;"	 5	 13	 45	 0
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Selenoproteins;Selenocysteine metabolism;"	 978	 2352	 2755	 857
"SEED-2021;Protein Processing;Protein Fate (folding, modification, targeting, degradation);Selenoproteins;Selenoprotein O;"	 28	 0	 5	 32
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;Glycyl-tRNA synthetase;"	 10	 4	 0	 13
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;Pyrrolysine;"	 0	 30	 37	 0
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Ala;"	 832	 1287	 1360	 748
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Arg;"	 497	 711	 754	 458
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Asn;"	 1518	 1466	 1454	 1117
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Asp;"	 539	 758	 830	 467
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Cys;"	 447	 744	 833	 413
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Gln;"	 2179	 2229	 2214	 2166
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Glu;"	 453	 683	 695	 429
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Gly;"	 562	 927	 907	 486
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, His;"	 339	 548	 526	 315
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Ile;"	 846	 1277	 1349	 812
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Leu;"	 794	 1171	 1225	 684
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Lys;"	 464	 702	 681	 503
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Met;"	 528	 826	 811	 481
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Phe;"	 867	 1285	 1407	 807
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Pro;"	 512	 752	 896	 469
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Pyr;"	 0	 75	 117	 0
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Ser;"	 438	 608	 602	 373
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Thr;"	 554	 772	 872	 496
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Trp;"	 326	 436	 490	 285
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Tyr;"	 383	 625	 648	 350
"SEED-2021;Protein Processing;Protein Synthesis;Aminoacyl-tRNA-synthetases;tRNA aminoacylation, Val;"	 786	 1266	 1181	 729
"SEED-2021;Protein Processing;Protein Synthesis;Ribosome biogenesis;Ribosomal proteins, single-copy;"	 2118	 3503	 4035	 1691
"SEED-2021;Protein Processing;Protein Synthesis;Ribosome biogenesis;Ribosomal proteins, zinc requirement;"	 189	 317	 371	 153
"SEED-2021;Protein Processing;Protein Synthesis;Ribosome biogenesis;Ribosome activity modulation;"	 80	 116	 165	 91
"SEED-2021;Protein Processing;Protein Synthesis;Ribosome biogenesis;Ribosome LSU, bacterial;"	 2525	 2430	 2502	 2380
"SEED-2021;Protein Processing;Protein Synthesis;Ribosome biogenesis;Ribosome LSU, eukaryotic and archaeal;"	 0	 288	 126	 1
"SEED-2021;Protein Processing;Protein Synthesis;Ribosome biogenesis;Ribosome SSU, eukaryotic and archaeal;"	 5	 220	 99	 2
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Programmed frameshift;"	 244	 301	 259	 210
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Trans-translation by stalled ribosomes;"	 10	 26	 35	 16
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Translation elongation factor G family;"	 33	 2	 10	 81
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Translation elongation factors, bacterial;"	 1247	 1840	 1924	 1084
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Translation elongation factors, eukaryotic and archaeal;"	 0	 77	 30	 3
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Translation initiation factors, bacterial;"	 739	 880	 914	 590
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Translation initiation factors, eukaryotic and archaeal;"	 0	 100	 36	 0
"SEED-2021;Protein Processing;Protein Synthesis;Translation;Translation termination factors, bacterial;"	 1519	 1802	 1919	 1305
"SEED-2021;Protein Processing;Protein Synthesis;Universal GTPases;"	 4849	 6878	 7401	 4259
"SEED-2021;Regulation And Cell Signaling;Acetylation_deacetylation;Post-translational modification of proteins;"	 663	 836	 770	 617
"SEED-2021;Regulation And Cell Signaling;BOX elements in Streptococci;"	 1	 0	 0	 0
"SEED-2021;Regulation And Cell Signaling;Cell envelope-associated LytR-CpsA-Psr transcriptional attenuators;"	 124	 171	 294	 191
"SEED-2021;Regulation And Cell Signaling;Cyclic Di-GMP Turnover Proteins;"	 252	 253	 232	 259
"SEED-2021;Regulation And Cell Signaling;CytR regulation;"	 14	 12	 8	 8
"SEED-2021;Regulation And Cell Signaling;G-protein-coupled receptor (GPCR) system in Actinobacteria;"	 171	 6	 11	 320
"SEED-2021;Regulation And Cell Signaling;HPr catabolite repression system;"	 41	 68	 66	 35
"SEED-2021;Regulation And Cell Signaling;Oxygen-sensing diguanylate cyclase and phosphodiesterase couple for c-di-GMP control;"	 5	 5	 0	 5
"SEED-2021;Regulation And Cell Signaling;Sigma54-dependent transcription related gene cluster;"	 32	 16	 13	 57
"SEED-2021;Regulation And Cell Signaling;Sigma54-dependent transcription related gene cluster 2;"	 3	 31	 81	 9
"SEED-2021;Regulation And Cell Signaling;Stringent Response, (p)ppGpp metabolism;"	 617	 791	 963	 574
"SEED-2021;Regulation And Cell Signaling;Trans-envelope signaling system VreARI in Pseudomonas;"	 23	 3	 2	 10
"SEED-2021;Regulation And Cell Signaling;Transcriptional regulator AfsR;"	 503	 130	 157	 1118
"SEED-2021;Regulation And Cell Signaling;Two-component regulatory systems;BarA-UvrY(SirA) two-component regulatory system;"	 41	 35	 32	 46
"SEED-2021;Regulation And Cell Signaling;Two-component regulatory systems;GlrKR two-component regulatory system;"	 63	 42	 37	 53
"SEED-2021;Regulation And Cell Signaling;Two-component regulatory systems;Oxygen-sensing two-component regulatory system NreABC;"	 0	 1	 3	 1
"SEED-2021;Regulation And Cell Signaling;Two-component regulatory systems;PrlS-PrlR Two-Component Regulatory System of Brucella;"	 69	 7	 1	 76
"SEED-2021;Regulation And Cell Signaling;Two-component regulatory systems;The Chv two-component regulatory system;"	 247	 67	 40	 394
"SEED-2021;RNA Processing;RNA processing and modification;5-methylaminomethyl-2-thiouridine;"	 720	 874	 752	 522
"SEED-2021;RNA Processing;RNA processing and modification;ATP-dependent RNA helicases, bacterial;"	 594	 925	 1017	 497
"SEED-2021;RNA Processing;RNA processing and modification;Box C-D RNA-guided RNA methyltransferase;"	 5	 104	 55	 0
"SEED-2021;RNA Processing;RNA processing and modification;Cluster related to 2-thiouridine modification of tRNAs;"	 312	 89	 103	 356
"SEED-2021;RNA Processing;RNA processing and modification;Exosome;"	 2	 64	 38	 0
"SEED-2021;RNA Processing;RNA processing and modification;Methylthiotransferases;"	 274	 439	 554	 194
"SEED-2021;RNA Processing;RNA processing and modification;mRNA 3-end processing factor containing cluster;"	 386	 139	 191	 437
"SEED-2021;RNA Processing;RNA processing and modification;Polyadenylation, bacterial;"	 68	 66	 58	 37
"SEED-2021;RNA Processing;RNA processing and modification;Possible RNA modification and stress response cluster;"	 331	 135	 168	 329
"SEED-2021;RNA Processing;RNA processing and modification;Queuosine and archaeosine;"	 1249	 1497	 1459	 999
"SEED-2021;RNA Processing;RNA processing and modification;Ribonuclease H;"	 312	 396	 449	 366
"SEED-2021;RNA Processing;RNA processing and modification;Ribonuclease J family;"	 382	 794	 972	 288
